attribute_id|entity_type_id|attribute_code|attribute_model|backend_model|backend_type|backend_table|frontend_model|frontend_input|frontend_label|frontend_class|source_model|is_required|is_user_defined|default_value|is_unique|note|frontend_input_renderer|is_global|is_visible|is_searchable|is_filterable|is_comparable|is_visible_on_front|is_html_allowed_on_front|is_used_for_price_rules|is_filterable_in_search|used_in_product_listing|used_for_sort_by|is_configurable|apply_to|is_visible_in_advanced_search|position|is_wysiwyg_enabled|is_used_for_promo_rules|_options
201|4|boots_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|zcvzs
202|4|boots_material||eav/entity_attribute_backend_array|varchar|||multiselect|Material|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|adfws
203|4|boots_style||eav/entity_attribute_backend_array|varchar|||multiselect|Style|||0|1||0|||1|1|1|1|1|0|1|0|1|0|0|0||1|0|0|0|"Riding Shoes"
204|4|boots_weather||eav/entity_attribute_backend_array|varchar|||multiselect|Weather|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Waterproof
205|4|boots_type||eav/entity_attribute_backend_array|varchar|||multiselect|Type|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|GORE-TEX
206|4|boots_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
207|4|boots_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
208|4|boots_gender|||int|||select|Gender||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|Male;Female
209|4|baselayer_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|sfgefd
210|4|baselayer_material||eav/entity_attribute_backend_array|varchar|||multiselect|Material|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|dfvs
211|4|baselayer_style||eav/entity_attribute_backend_array|varchar|||multiselect|Style|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|"One Piece"
212|4|baselayer_weather||eav/entity_attribute_backend_array|varchar|||multiselect|Weather|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Summer
213|4|baselayer_type||eav/entity_attribute_backend_array|varchar|||multiselect|Type|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|GORE-TEX
214|4|baselayer_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
215|4|baselayer_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
216|4|baselayer_gender|||int|||select|Gender||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Male;Female
217|4|headwear_color|||int|||select|Color||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|thry
218|4|headwear_size|||int|||select|Size||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|df
219|4|headwear_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|fvdf
220|4|headwear_category||eav/entity_attribute_backend_array|varchar|||multiselect|Category|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Balaclava
221|4|headwear_style||eav/entity_attribute_backend_array|varchar|||multiselect|Style|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|cv
222|4|headwear_weather||eav/entity_attribute_backend_array|varchar|||multiselect|Weather|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|"Summer Weather"
223|4|headwear_type||eav/entity_attribute_backend_array|varchar|||multiselect|Type|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|"High Visibility"
224|4|headwear_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
225|4|headwear_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
226|4|headwear_gender|||int|||select|Gender||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Male;Female
227|4|socks_color|||int|||select|Color||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|wfer
228|4|socks_size|||int|||select|Size||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|22
229|4|socks_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|efw
230|4|socks_type||eav/entity_attribute_backend_array|varchar|||multiselect|Type|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|"GORE-TEX "
231|4|socks_style||eav/entity_attribute_backend_array|varchar|||multiselect|Style|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|dwfw
232|4|socks_weather||eav/entity_attribute_backend_array|varchar|||multiselect|Weather|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
233|4|socks_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|1|0|0|1|1|0|0|0|0|0||1|0|0|0|
234|4|socks_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
235|4|socks_gender|||int|||select|Gender||eav/entity_attribute_source_table|0|1||0|||1|1|1|0|1|1|1|0|1|0|0|0||1|0|0|0|Male;Female
236|4|vests_color|||int|||select|Color||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|
237|4|vests_size|||int|||select|Size||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|
238|4|vests_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
239|4|vests_material||eav/entity_attribute_backend_array|varchar|||multiselect|Material|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
240|4|vests_type||eav/entity_attribute_backend_array|varchar|||multiselect|Type|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
241|4|vests_weather||eav/entity_attribute_backend_array|varchar|||multiselect|Weather|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
242|4|vests_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|1|0|0|1|1|0|0|0|0|0||1|0|0|0|
243|4|vests_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
244|4|vests_gender|||int|||select|Gender||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|Male;Female
245|4|protection_color|||int|||select|Color||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|1||1|0|0|0|
246|4|protection_brand|||int|||select|Brands||eav/entity_attribute_source_table|0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
247|4|protection_category||eav/entity_attribute_backend_array|varchar|||multiselect|Category|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
248|4|protection_style||eav/entity_attribute_backend_array|varchar|||multiselect|Style|||0|1||0|||1|1|1|1|1|1|1|0|1|0|0|0||1|0|0|0|
249|4|protection_part_number|||varchar|||text|"Part Number"|||0|1||0|||1|1|1|0|0|1|1|0|0|0|0|0||1|0|0|0|
250|4|protection_video_links|||varchar|||text|Video|||0|1||0|||1|1|0|0|0|1|1|0|0|0|0|0||0|0|0|0|
